3238,!
580,!
3004,!
6866,!
3241,!
458,!
2370,!
3004,!
6357,!
580,!
3174,!
5612,!
2373,!
2370,!
512,!
1908,!
1151,!
5856,!
1908,!
4152,!
2372,!
3004,!
2371,!
5348,!
5575,!
5498,!
2369,!
5856,!
5856,!
6020,!
1908,!
654,!
655,!
5843,!
3004,!
4842,%
4842,%
3602,%
7050,&
4716,&
3025,&
6856,&
7050,&
6173,&
4716,&
4041,'
4572,'
546,'
4041,'
546,'
1687,'
546,'
4041,'
546,'
546,'
4572,'
4041,'
546,'
1686,+
4150,+
1685,+
1685,+
1686,+
1120,+
4150,+
3278,-
3558,-
6012,-
3539,-
546,-
1687,-
119,-
1169,-
5871,-
5568,-
1169,-
5568,-
3558,-
4776,-
4776,-
5568,-
3539,-
5871,-
3558,-
5568,-
2265,-
5568,-
538,-
5871,-
538,-
1169,-
2753,-
3558,-
4724,-
4724,-
3538,-
3538,-
3558,-
3558,-
5871,-
5982,-
3736,-
4111,-
6689,-
5871,-
3558,-
574,-
3044,-
3736,-
6251,-
5880,-
4109,-
3558,-
6018,-
3558,-
5871,-
3044,-
2267,-
5871,-
4109,-
6178,-
3558,-
6178,-
6178,-
5880,-
6178,-
3558,-
1457,-
1456,-
3558,-
6178,-
6178,-
6875,-
1457,-
3255,-
6018,-
5871,-
6012,-
6875,-
5871,-
6018,-
3558,-
6251,-
3558,-
3558,-
6018,-
6012,-
4061,-
4061,-
4061,-
3558,-
3558,-
4061,-
6018,-
4061,-
4061,-
4061,-
4061,-
3558,-
3558,-
5568,-
3558,-
1051,-
3558,-
3278,-
3558,-
1021,-
1022,-
3278,-
3278,-
3558,-
6503,-
5871,-
5871,-
1031,-
1029,-
3558,-
7050,-
6503,-
4041,-
1457,-
5871,-
6028,-
5871,-
3558,-
6495,-
4041,-
3558,-
2364,-
4842,-
4041,-
4041,-
6012,-
4039,-
1029,-
4039,-
1772,-
3558,-
4039,-
4842,-
1772,-
491,-
2364,-
1772,-
6335,-
5871,-
3558,-
553,-
2264,-
1772,-
4150,-
5871,-
549,-
5323,-
5323,-
1051,-
3558,-
5323,-
2993,-
5323,-
5323,-
5323,-
2993,-
5323,-
3558,-
5871,-
2993,-
6012,-
5323,-
5323,-
2993,-
5323,-
2993,-
5323,-
5323,-
5323,-
5323,-
5323,-
3558,-
5323,-
6101,-
3558,-
3558,-
3558,-
5323,-
6100,-
5323,-
6251,-
1051,-
5323,-
3048,-
5596,-
5323,-
549,-
3558,-
1169,-
5568,-
6100,-
3558,-
1169,-
546,-
4139,-
3558,-
1169,-
5871,-
1051,-
6888,-
3558,-
3558,-
5596,-
5568,-
5568,-
546,-
3540,-
6251,-
1686,-
6012,-
1687,-
1687,-
5871,-
3558,-
5155,.
433,.
2243,.
433,.
6019,.
6018,.
6012,.
6870,.
6018,.
4938,.
913,.
6366,.
6474,.
1476,.
4044,.
6012,.
1785,.
433,.
6018,.
1785,.
6503,.
6012,.
5155,.
6503,.
6018,.
6012,.
6012,.
6366,.
6012,.
6018,.
7155,.
7155,.
1785,.
2463,.
4150,.
913,.
433,.
6085,/
1785,/
6355,/
6355,/
2954,/
6355,/
6085,/
3502,/
6355,/
6355,/
1785,/
1313,/
4069,/
1785,/
2954,/
6100,/
6180,/
6180,/
1192,/
6889,/
2956,/
6355,/
6100,/
546,0
546,0
546,0
5417,1
2820,1
5641,1
4270,1
2604,1
4307,1
2818,1
2729,1
2445,1
2818,1
5917,1
2818,1
2479,1
2604,1
4307,1
4307,1
4345,1
4369,1
4341,1
4268,1
4268,1
2729,1
4309,1
2532,1
4318,1
4371,1
4371,1
6904,1
4268,1
4268,1
4268,1
4381,1
4260,1
4257,1
4257,1
4257,1
2729,1
4388,1
2729,1
4255,1
4327,1
4251,1
4328,1
4388,1
4251,1
4251,1
2729,1
4388,1
4388,1
2724,1
2492,1
2729,1
4248,1
4388,1
4328,1
2735,1
4388,1
4390,1
4328,1
4237,1
4398,1
4398,1
4236,1
6904,1
2483,1
4398,1
4236,1
4398,1
4234,1
6904,1
4234,1
2924,1
2497,1
4403,1
4405,1
4405,1
4405,1
6906,1
2735,1
6970,1
6907,1
4405,1
4405,1
4405,1
6907,1
6346,1
2518,1
2720,1
4232,1
2720,1
2735,1
4228,1
4227,1
3039,1
4227,1
4227,1
4411,1
4411,1
4411,1
4411,1
3039,1
4411,1
4222,1
4221,1
4414,1
2717,1
2737,1
4220,1
4218,1
4414,1
5589,1
4215,1
6353,1
6912,1
4215,1
6353,1
6913,1
6844,1
4418,1
4418,1
2717,1
4214,1
2331,1
6913,1
5589,1
6916,1
2717,1
5589,1
4202,1
2543,1
6918,1
6357,1
2740,1
6360,1
6918,1
4425,1
4195,1
4195,1
6364,1
4425,1
6918,1
2331,1
4427,1
4428,1
4428,1
4195,1
6918,1
4428,1
4194,1
6918,1
6364,1
2741,1
4191,1
4191,1
6918,1
4431,1
4431,1
4431,1
4286,1
2741,1
6961,1
6372,1
6923,1
2890,1
6223,1
4359,1
788,1
4176,1
6923,1
1409,1
4438,1
4438,1
4168,1
1409,1
6377,1
4445,1
4163,1
4445,1
4159,1
1409,1
4448,1
4448,1
4288,1
4156,1
6379,1
4152,1
6379,1
1409,1
6955,1
2543,1
4454,1
4454,1
1409,1
6382,1
4458,1
4458,1
4289,1
2993,1
6927,1
6903,1
6382,1
6927,1
1504,1
1403,1
4461,1
4465,1
2708,1
2882,1
4465,1
2882,1
6931,1
6382,1
6384,1
6386,1
6931,1
4469,1
4469,1
6387,1
2708,1
6389,1
2749,1
6979,1
6931,1
788,1
4133,1
2708,1
2920,1
2483,1
6931,1
2708,1
6932,1
4114,1
4500,1
4500,1
4359,1
6951,1
6934,1
2044,1
2044,1
2874,1
6934,1
4114,1
2493,1
2874,1
2706,1
6950,1
2529,1
6394,1
6394,1
2874,1
4109,1
6394,1
6394,1
6950,1
6939,1
2874,1
6394,1
6766,1
6394,1
2955,1
2874,1
2756,1
4289,1
3259,1
4101,1
6168,1
6399,1
2759,1
725,1
2760,1
2760,1
4078,1
